"seqnames","start","end","width","strand","V4","V5","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME"
"6",16229268,16229667,400,"*","*",0.461395671,"Promoter (2-3kb)",6,16232231,16232330,100,2,"ENSG00000207193","ENST00000384464",2663,NA,NA,NA
"13",113045271,113045670,400,"*","*",0.461395479,"Promoter (<=1kb)",13,113044851,113065303,20453,1,"ENSG00000126217","ENST00000423251",420,"23263","MCF2L","MCF.2 cell line derived transforming sequence like"
"5",139360428,139360827,400,"*","*",0.417117548,"Intron (ENST00000507755/ENSG00000120727, intron 2 of 3)",5,139364677,139369717,5041,2,"ENSG00000272742","ENST00000503553",8890,NA,NA,NA
"7",106215670,106216069,400,"*","*",0.417117548,"Distal Intergenic",7,106208167,106208267,101,1,"ENSG00000201796","ENST00000364926",7503,"106480577","RNU6-392P","RNA, U6 small nuclear 392, pseudogene"
"15",22234190,22234589,400,"*","*",0.417118778,"Distal Intergenic",15,22225278,22225329,52,2,"ENSG00000221641","ENST00000408714",-8861,"100302233","MIR1268A","microRNA 1268a"
"1",2440283,2440682,400,"*","*",0.417123401,"Intron (ENST00000609981/ENSG00000149527, intron 2 of 3)",1,2425980,2479804,53825,1,"ENSG00000149527","ENST00000609981",14303,"9651","PLCH2","phospholipase C eta 2"
"6",37581908,37582307,400,"*","*",0.417120614,"Distal Intergenic",6,37567716,37571460,3745,1,"ENSG00000279942","ENST00000624365",14192,NA,NA,NA
"X",93235811,93236210,400,"*","*",0.417122832,"Distal Intergenic",23,93222220,93225015,2796,2,"ENSG00000234130","ENST00000441188",-10796,"401602","AP2B1P1","AP2B1 pseudogene 1"
"13",112141713,112142112,400,"*","*",0.417123119,"Distal Intergenic",13,112107119,112108015,897,1,"ENSG00000224243","ENST00000421423",34594,"100505996","SOX1-OT","SOX1 overlapping transcript"
"6",52309172,52309571,400,"*","*",0.417127218,"Distal Intergenic",6,52264586,52284881,20296,2,"ENSG00000112118","ENST00000419835",-24291,"4172","MCM3","minichromosome maintenance complex component 3"
"18",74479734,74480133,400,"*","*",0.417130035,"Distal Intergenic",18,74464410,74468707,4298,2,"ENSG00000287689","ENST00000653759",-11027,NA,NA,NA
"1",5659456,5659855,400,"*","*",-0.505970032,"Intron (ENST00000637702/ENSG00000236948, intron 1 of 2)",1,5561709,5668255,106547,2,"ENSG00000236948","ENST00000637702",8400,NA,NA,NA
"2",151342430,151342829,400,"*","*",-0.505970032,"Distal Intergenic",2,151357592,151380046,22455,1,"ENSG00000123610","ENST00000243347",-14763,"7130","TNFAIP6","TNF alpha induced protein 6"
"4",122500804,122501203,400,"*","*",-0.505970032,"Distal Intergenic",4,122451470,122456725,5256,2,"ENSG00000109471","ENST00000226730",-44079,"3558","IL2","interleukin 2"
"10",7469899,7470298,400,"*","*",-0.506143644,"Promoter (1-2kb)",10,7444340,7471860,27521,2,"ENSG00000232591","ENST00000660269",1562,"105376388","LINC02642","long intergenic non-protein coding RNA 2642"
"5",10735463,10735862,400,"*","*",-0.506143644,"Intron (ENST00000230895/ENSG00000112977, intron 2 of 3)",5,10761065,10770294,9230,1,"ENSG00000272324","ENST00000606513",-25203,NA,NA,NA
"11",956658,957057,400,"*","*",-0.506324363,"5' UTR",11,948421,948524,104,1,"ENSG00000222561","ENST00000410629",8237,"106480018","RNU6-1025P","RNA, U6 small nuclear 1025, pseudogene"
"3",102396428,102396827,400,"*","*",-0.506324363,"Intron (ENST00000491959/ENSG00000170044, intron 7 of 17)",3,102435015,102479841,44827,1,"ENSG00000170044","ENST00000306176",-38188,"131368","ZPLD1","zona pellucida like domain containing 1"
"14",75971019,75971418,400,"*","*",-0.506707651,"Promoter (<=1kb)",14,75970924,75971587,664,1,"ENSG00000258876","ENST00000553732",95,NA,NA,NA
"8",21981674,21982073,400,"*","*",-0.506707651,"Exon (ENST00000252512/ENSG00000130227, exon 10 of 28)",8,21988348,21990611,2264,1,"ENSG00000130227","ENST00000518808",-6275,"23039","XPO7","exportin 7"
"19",4224508,4224907,400,"*","*",0.329371237,"3' UTR",19,4229523,4237528,8006,1,"ENSG00000105246","ENST00000221847",-4616,"10148","EBI3","Epstein-Barr virus induced 3"
"16",1256700,1257099,400,"*","*",0.329386473,"Promoter (<=1kb)",16,1257339,1258074,736,1,"ENSG00000260182","ENST00000566997",-240,NA,NA,NA
"7",77399243,77399642,400,"*","*",-0.507120961,"Intron (ENST00000257626/ENSG00000186088, intron 3 of 30)",7,77329527,77406105,76579,2,"ENSG00000186088","ENST00000334003",6463,"54103","GSAP","gamma-secretase activating protein"
"6",4285837,4286236,400,"*","*",-0.505682001,"Distal Intergenic",6,4341756,4345757,4002,2,"ENSG00000231811","ENST00000667590",59521,"101927888","LOC101927888","uncharacterized LOC101927888"
"1",156969469,156969868,400,"*","*",-0.718467336,"Promoter (1-2kb)",1,156967911,156971825,3915,2,"ENSG00000132694","ENST00000483682",1957,"9826","ARHGEF11","Rho guanine nucleotide exchange factor 11"
"7",72570425,72570824,400,"*","*",-0.50585523,"Intron (ENST00000612372/ENSG00000277149, intron 11 of 11)",7,71787775,72447151,659377,2,"ENSG00000183166","ENST00000431984",-123274,"83698","CALN1","calneuron 1"
"13",26779046,26779445,400,"*","*",-0.506035626,"Distal Intergenic",13,26755200,26760786,5587,2,"ENSG00000132975","ENST00000405846",-18260,"2835","GPR12","G protein-coupled receptor 12"
"1",226409660,226410059,400,"*","*",-0.506223323,"Promoter (1-2kb)",1,226360748,226408154,47407,2,"ENSG00000143799","ENST00000676709",-1506,"142","PARP1","poly(ADP-ribose) polymerase 1"
"11",9040411,9040810,400,"*","*",-0.506223323,"Intron (ENST00000670061/ENSG00000253973, intron 1 of 2)",11,9027489,9031260,3772,2,"ENSG00000175356","ENST00000519535",-9151,"57758","SCUBE2","signal peptide, CUB domain and EGF like domain containing 2"
"5",78864068,78864467,400,"*","*",-0.506223323,"Intron (ENST00000264914/ENSG00000113273, intron 5 of 7)",5,78780352,78783494,3143,2,"ENSG00000113273","ENST00000521011",-80574,"411","ARSB","arylsulfatase B"
"8",53739647,53740046,400,"*","*",-0.506223323,"Promoter (<=1kb)",8,53715673,53739623,23951,2,"ENSG00000047249","ENST00000522159",-24,"51606","ATP6V1H","ATPase H+ transporting V1 subunit H"
"3",176324093,176324492,400,"*","*",-0.50555094,"Promoter (2-3kb)",3,176287129,176327044,39916,2,"ENSG00000288895","ENST00000687649",2552,NA,NA,NA
"X",73842580,73842979,400,"*","*",-0.50555094,"Promoter (<=1kb)",23,73820717,73842684,21968,2,"ENSG00000229807","ENST00000650548",0,"7503","XIST","X inactive specific transcript"
"3",154750670,154751069,400,"*","*",-0.505730918,"Distal Intergenic",3,154676588,154677119,532,2,"ENSG00000240601","ENST00000491096",-73551,"100270857","RPL9P15","ribosomal protein L9 pseudogene 15"
"13",39153033,39153432,400,"*","*",-0.505918257,"Intron (ENST00000668183/ENSG00000273507, intron 1 of 1)",13,39169636,39169951,316,2,"ENSG00000214823","ENST00000458481",16519,NA,NA,NA
"5",155732488,155732887,400,"*","*",-0.505918257,"Distal Intergenic",5,155845437,155845528,92,1,"ENSG00000200275","ENST00000363405",-112550,"106480438","RNA5SP199","RNA, 5S ribosomal pseudogene 199"
"22",31188498,31188897,400,"*","*",-0.715697189,"Intron (ENST00000326132/ENSG00000138942, intron 2 of 6)",22,31205264,31205616,353,2,"ENSG00000254835","ENST00000526089",16719,NA,NA,NA
"19",55856367,55856766,400,"*","*",-0.505409837,"Promoter (<=1kb)",19,55857445,55881854,24410,1,"ENSG00000160505","ENST00000587891",-679,"147945","NLRP4","NLR family pyrin domain containing 4"
"6",33092363,33092762,400,"*","*",-0.506421197,"Exon (ENST00000433582/ENSG00000231461, exon 3 of 4)",6,33091753,33097295,5543,2,"ENSG00000231461","ENST00000433582",4533,NA,NA,NA
"3",75297684,75298083,400,"*","*",-0.712022599,"Distal Intergenic",3,75328549,75339071,10523,2,"ENSG00000228868","ENST00000509077",40988,"9430","MYLKP1","myosin light chain kinase pseudogene 1"
"13",77350840,77351239,400,"*","*",0.819974448,"Distal Intergenic",13,77044657,77327094,282438,2,"ENSG00000005810","ENST00000683697",-23746,"23077","MYCBP2","MYC binding protein 2"
"1",184366331,184366730,400,"*","*",-0.706564531,"Distal Intergenic",1,184385753,184386704,952,2,"ENSG00000271387","ENST00000605589",19974,"118827814","C1orf21-DT","C1orf21 divergent transcript"
"13",31841344,31841743,400,"*","*",-0.706564531,"Intron (ENST00000652992/ENSG00000287904, intron 1 of 1)",13,31838752,31846539,7788,2,"ENSG00000287904","ENST00000652992",4796,NA,NA,NA
"16",12421771,12422170,400,"*","*",-0.706564531,"Intron (ENST00000566228/ENSG00000048471, intron 18 of 20)",16,12374355,12376032,1678,1,"ENSG00000278979","ENST00000623077",47416,NA,NA,NA
"4",144670872,144671271,400,"*","*",-0.706564531,"Intron (ENST00000296575/ENSG00000164161, intron 4 of 12)",4,144643372,144661357,17986,2,"ENSG00000248890","ENST00000512359",-9515,"646576","HHIP-AS1","HHIP antisense RNA 1"
"5",53354229,53354628,400,"*","*",-0.706564531,"Distal Intergenic",5,53297872,53326565,28694,2,"ENSG00000285831","ENST00000648942",-27664,NA,NA,NA
"X",136506648,136507047,400,"*","*",-0.706564531,"Intron (ENST00000535601/ENSG00000102241, intron 7 of 9)",23,136497592,136512346,14755,1,"ENSG00000102241","ENST00000218364",9056,"27336","HTATSF1","HIV-1 Tat specific factor 1"
"16",4802669,4803068,400,"*","*",-0.248476776,"Promoter (<=1kb)",16,4797247,4802673,5427,2,"ENSG00000067836","ENST00000588201",0,"79641","ROGDI","rogdi atypical leucine zipper"
"15",73639587,73639986,400,"*","*",-0.701224316,"Distal Intergenic",15,73560014,73634134,74121,2,"ENSG00000156642","ENST00000351217",-5453,"27020","NPTN","neuroplastin"
"15",56246049,56246448,400,"*","*",0.343408534,"Promoter (<=1kb)",15,56087280,56245082,157803,2,"ENSG00000181827","ENST00000674082",-967,"64864","RFX7","regulatory factor X7"
"4",7153786,7154185,400,"*","*",0.343504287,"Distal Intergenic",4,7192538,7742827,550290,1,"ENSG00000184985","ENST00000507866",-38353,"57537","SORCS2","sortilin related VPS10 domain containing receptor 2"
"13",37059443,37059842,400,"*","*",0.283319709,"Promoter (<=1kb)",13,37009312,37059451,50140,2,"ENSG00000102710","ENST00000490716",0,"55578","SUPT20H","SPT20 homolog, SAGA complex component"
"3",122383929,122384328,400,"*","*",-0.249529628,"Promoter (<=1kb)",3,122384161,122412322,28162,1,"ENSG00000114023","ENST00000693245",0,"26355","FAM162A","family with sequence similarity 162 member A"
"KI270733.1",161949,162348,400,"*","*",-0.707295159,"Distal Intergenic",44,167218,167307,90,1,"ENSG00000276312","ENST00000615130",-4870,NA,NA,NA
"15",78437909,78438308,400,"*","*",-0.248156756,"Promoter (<=1kb)",15,78438176,78466436,28261,1,"ENSG00000136381","ENST00000559215",0,"3658","IREB2","iron responsive element binding protein 2"
"2",217827671,217828070,400,"*","*",0.267513372,"Intron (ENST00000646520/ENSG00000079308, intron 22 of 32)",2,217813709,217815368,1660,2,"ENSG00000079308","ENST00000495556",-12303,"7145","TNS1","tensin 1"
"17",78187011,78187410,400,"*","*",-0.251439424,"Promoter (<=1kb)",17,78174091,78187052,12962,2,"ENSG00000167900","ENST00000301634",0,"7083","TK1","thymidine kinase 1"
"10",87504638,87505037,400,"*","*",-0.248691237,"Promoter (<=1kb)",10,87504875,87553388,48514,1,"ENSG00000107789","ENST00000371994",0,"9562","MINPP1","multiple inositol-polyphosphate phosphatase 1"
"10",23748057,23748456,400,"*","*",-0.701765721,"Intron (ENST00000376462/ENSG00000120549, intron 1 of 18)",10,23694782,23877495,182714,1,"ENSG00000120549","ENST00000481700",53275,"56243","KIAA1217","KIAA1217"
"10",50287616,50288015,400,"*","*",-0.701765721,"Distal Intergenic",10,50182778,50279720,96943,2,"ENSG00000188611","ENST00000395526",-7896,"56624","ASAH2","N-acylsphingosine amidohydrolase 2"
"5",75715188,75715587,400,"*","*",-0.706278364,"Promoter (1-2kb)",5,75707484,75717344,9861,2,"ENSG00000152359","ENST00000507421",1757,"134359","POC5","POC5 centriolar protein"
"8",92598050,92598449,400,"*","*",-0.706278364,"Intron (ENST00000648652/ENSG00000253634, intron 3 of 13)",8,92460539,92655569,195031,2,"ENSG00000253634","ENST00000648652",57120,"102724710","LOC102724710","uncharacterized LOC102724710"
"3",124756389,124756788,400,"*","*",-0.970122351,"Distal Intergenic",3,124762948,124770182,7235,2,"ENSG00000082781","ENST00000460797",13394,"3693","ITGB5","integrin subunit beta 5"
"2",201451375,201451774,400,"*","*",-0.246226478,"Promoter (<=1kb)",2,201451734,201458823,7090,1,"ENSG00000082146","ENST00000488196",0,"55437","STRADB","STE20 related adaptor beta"
"10",10074981,10075380,400,"*","*",-0.699045231,"Distal Intergenic",10,10058722,10063502,4781,1,"ENSG00000224788","ENST00000429539",16259,"101928298","LINC02670","long intergenic non-protein coding RNA 2670"
"16",67562032,67562431,400,"*","*",-0.232045532,"Promoter (<=1kb)",16,67561411,67562309,899,2,"ENSG00000259804","ENST00000562846",0,"107984813","CTCF-DT","CTCF divergent transcript"
"20",62238078,62238477,400,"*","*",-0.253332358,"Promoter (<=1kb)",20,62238485,62296213,57729,1,"ENSG00000130703","ENST00000439951",-8,"9885","OSBPL2","oxysterol binding protein like 2"
"12",69183752,69184151,400,"*","*",0.801234966,"Distal Intergenic",12,69212108,69222849,10742,1,"ENSG00000258140","ENST00000650080",-27957,NA,NA,NA
"7",50693497,50693896,400,"*","*",0.801234966,"Intron (ENST00000398810/ENSG00000106070, intron 2 of 15)",7,50590063,50705301,115239,2,"ENSG00000106070","ENST00000398810",11405,"2887","GRB10","growth factor receptor bound protein 10"
"2",174673213,174673612,400,"*","*",0.804412256,"Exon (ENST00000469002/ENSG00000115935, exon 2 of 2)",2,174673267,174682847,9581,2,"ENSG00000115935","ENST00000469002",9235,"7456","WIPF1","WAS/WASL interacting protein family member 1"
"3",128709166,128709565,400,"*","*",0.361003007,"Intron (ENST00000676214/ENSG00000075785, intron 1 of 5)",3,128714571,128714705,135,2,"ENSG00000207130","ENST00000384401",5140,"124900558","LOC124900558","small nucleolar RNA SNORA24"
"16",68084570,68084969,400,"*","*",-0.253773667,"Promoter (<=1kb)",16,68084751,68192212,107462,1,"ENSG00000072736","ENST00000553077",0,"4775","NFATC3","nuclear factor of activated T cells 3"
"10",4026682,4027081,400,"*","*",-0.695206747,"Promoter (1-2kb)",10,4024957,4027123,2167,1,"ENSG00000227101","ENST00000659944",1725,"107984195","LOC107984195","uncharacterized LOC107984195"
"7",46969805,46970204,400,"*","*",0.789058907,"Promoter (<=1kb)",7,46969721,46972692,2972,1,"ENSG00000223829","ENST00000438639",84,NA,NA,NA
"2",169852383,169852782,400,"*","*",0.798120931,"Intron (ENST00000272793/ENSG00000144357, intron 1 of 38)",2,169827454,170084131,256678,1,"ENSG00000144357","ENST00000272793",24929,"130507","UBR3","ubiquitin protein ligase E3 component n-recognin 3"
"11",74170917,74171316,400,"*","*",-0.227647904,"Promoter (<=1kb)",11,74012718,74171002,158285,2,"ENSG00000168014","ENST00000334126",0,"26005","C2CD3","C2 domain containing 3 centriole elongation regulator"
"12",95617717,95618116,400,"*","*",-0.968449618,"Promoter (<=1kb)",12,95617689,95617786,98,1,"ENSG00000212448","ENST00000391146",28,NA,NA,NA
"6",158869519,158869918,400,"*","*",-0.236658892,"Promoter (<=1kb)",6,158869848,158910351,40504,1,"ENSG00000203711","ENST00000654049",0,"100130967","LINC02901","long intergenic non-protein coding RNA 2901"
"1",42958778,42959177,400,"*","*",-0.24091605,"Promoter (<=1kb)",1,42925353,42958868,33516,2,"ENSG00000117394","ENST00000426263",0,"6513","SLC2A1","solute carrier family 2 member 1"
"6",7389517,7389916,400,"*","*",-0.25528399,"Promoter (<=1kb)",6,7389793,7402848,13056,1,"ENSG00000124784","ENST00000475351",0,"83732","RIOK1","RIO kinase 1"
"3",61606906,61607305,400,"*","*",-0.536593765,"Intron (ENST00000495879/ENSG00000144724, intron 1 of 2)",3,61561911,62293329,731419,1,"ENSG00000144724","ENST00000295874",44995,"5793","PTPRG","protein tyrosine phosphatase receptor type G"
"22",38181703,38182102,400,"*","*",-0.235362433,"Promoter (<=1kb)",22,38111495,38181826,70332,2,"ENSG00000184381","ENST00000663895",0,"8398","PLA2G6","phospholipase A2 group VI"
"4",183140921,183141320,400,"*","*",0.791900278,"Intron (ENST00000403733/ENSG00000151718, intron 1 of 22)",4,183099492,183318434,218943,1,"ENSG00000151718","ENST00000448232",41429,"80014","WWC2","WW and C2 domain containing 2"
"7",137631730,137632129,400,"*","*",0.791900278,"Intron (ENST00000453654/ENSG00000157680, intron 6 of 32)",7,137463489,137581928,118440,2,"ENSG00000157680","ENST00000460662",-49802,"9162","DGKI","diacylglycerol kinase iota"
"8",79365047,79365446,400,"*","*",0.791900278,"Distal Intergenic",8,79297698,79314486,16789,1,"ENSG00000253659","ENST00000519983",67349,NA,NA,NA
"7",107530186,107530585,400,"*","*",-0.534229935,"Intron (ENST00000297135/ENSG00000164597, intron 5 of 21)",7,107547998,107548332,335,2,"ENSG00000164597","ENST00000469503",17747,"10466","COG5","component of oligomeric golgi complex 5"
"9",96378718,96379117,400,"*","*",-0.536375757,"Intron (ENST00000375259/ENSG00000130958, intron 1 of 8)",9,96350749,96383678,32930,2,"ENSG00000130958","ENST00000375257",4561,"11046","SLC35D2","solute carrier family 35 member D2"
"3",100709296,100709695,400,"*","*",0.24200121,"Promoter (<=1kb)",3,100709317,100748964,39648,1,"ENSG00000114354","ENST00000674699",0,"10342","TFG","trafficking from ER to golgi regulator"
"3",67680061,67680460,400,"*","*",-0.533959097,"Intron (ENST00000665078/ENSG00000241316, intron 3 of 3)",3,67668247,67750669,82423,1,"ENSG00000241316","ENST00000496640",11814,"101927111","SUCLG2-DT","SUCLG2 divergent transcript"
"6",36016850,36017249,400,"*","*",-0.533959097,"Intron (ENST00000490799/ENSG00000112053, intron 2 of 19)",6,35943520,36024493,80974,2,"ENSG00000112053","ENST00000394602",7244,"116369","SLC26A8","solute carrier family 26 member 8"
"11",14429372,14429771,400,"*","*",-0.956577911,"Distal Intergenic",11,14440787,14441677,891,1,"ENSG00000255074","ENST00000534211",-11016,NA,NA,NA
"12",61848838,61849237,400,"*","*",-0.532434766,"Intron (ENST00000416284/ENSG00000198673, intron 2 of 4)",12,61708277,61827233,118957,2,"ENSG00000198673","ENST00000550003",-21605,"338811","TAFA2","TAFA chemokine like family member 2"
"13",111598268,111598667,400,"*","*",-0.531698208,"Promoter (2-3kb)",13,111596009,111642079,46071,1,"ENSG00000215881","ENST00000401043",2259,"105370369","LINC02337","long intergenic non-protein coding RNA 2337"
"10",7695100,7695499,400,"*","*",0.78575052,"Distal Intergenic",10,7703316,7749520,46205,1,"ENSG00000151655","ENST00000358415",-7817,"3698","ITIH2","inter-alpha-trypsin inhibitor heavy chain 2"
"10",11861169,11861568,400,"*","*",0.386029092,"Intron (ENST00000474155/ENSG00000148426, intron 2 of 3)",10,11869644,11870875,1232,1,"ENSG00000148426","ENST00000379200",-8076,"254427","PROSER2","proline and serine rich 2"
"8",125743308,125743707,400,"*","*",0.386021025,"Intron (ENST00000651999/ENSG00000286122, intron 5 of 7)",8,125749055,125750241,1187,2,"ENSG00000253470","ENST00000518339",6534,"105375747","LOC105375747","uncharacterized LOC105375747"
"1",116902002,116902401,400,"*","*",0.386060631,"Distal Intergenic",1,116909149,116909531,383,2,"ENSG00000272715","ENST00000610171",7130,NA,NA,NA
"1",3687629,3688028,400,"*","*",0.386065703,"Promoter (2-3kb)",1,3690672,3733292,42621,1,"ENSG00000078900","ENST00000378280",-2644,"7161","TP73","tumor protein p73"
"1",117633485,117633884,400,"*","*",0.386065703,"Distal Intergenic",1,117640812,117641639,828,2,"ENSG00000213262","ENST00000430995",7755,NA,NA,NA
"4",159385490,159385889,400,"*","*",0.386065703,"Distal Intergenic",4,159375099,159375322,224,2,"ENSG00000248552","ENST00000512823",-10168,NA,NA,NA
"3",101638013,101638412,400,"*","*",0.386076072,"Distal Intergenic",3,101647421,101647522,102,1,"ENSG00000201511","ENST00000364641",-9009,NA,NA,NA
"17",7822061,7822460,400,"*","*",0.386100526,"Intron (ENST00000572933/ENSG00000183914, intron 73 of 85)",17,7834217,7854796,20580,1,"ENSG00000132510","ENST00000448097",-11757,"23135","KDM6B","lysine demethylase 6B"
"1",112395886,112396285,400,"*","*",0.386184814,"Promoter (<=1kb)",1,112396214,112461164,64951,1,"ENSG00000143079","ENST00000271277",0,"55917","CTTNBP2NL","CTTNBP2 N-terminal like"
"22",24803047,24803446,400,"*","*",0.386176586,"Promoter (2-3kb)",22,24806169,24926844,120676,1,"ENSG00000167037","ENST00000610372",-2723,"129049","SGSM1","small G protein signaling modulator 1"
"6",144924242,144924641,400,"*","*",-0.534476298,"Distal Intergenic",6,144839049,144846822,7774,1,"ENSG00000152818","ENST00000460618",85193,"7402","UTRN","utrophin"
"18",70606445,70606844,400,"*","*",0.79497444,"Distal Intergenic",18,70630519,70650945,20427,2,"ENSG00000263417","ENST00000582578",44101,"220158","GTSCR1","Gilles de la Tourette syndrome chromosome region, candidate 1"
"1",79414244,79414643,400,"*","*",-0.533670645,"Distal Intergenic",1,79488644,79493813,5170,2,"ENSG00000288822","ENST00000692053",79170,NA,NA,NA
"17",5690575,5690974,400,"*","*",-0.532882511,"Distal Intergenic",17,5700226,5704056,3831,2,"ENSG00000286356","ENST00000669214",13082,NA,NA,NA
"6",149619669,149620068,400,"*","*",-0.532111756,"Intron (ENST00000335647/ENSG00000186625, intron 3 of 9)",6,149597130,149623111,25982,2,"ENSG00000186625","ENST00000494504",3043,"11104","KATNA1","katanin catalytic subunit A1"
"19",1095216,1095615,400,"*","*",0.244841264,"Promoter (<=1kb)",19,1086574,1095375,8802,2,"ENSG00000099817","ENST00000615234",0,"5434","POLR2E","RNA polymerase II, I and III subunit E"
"10",132698056,132698455,400,"*","*",-0.530621819,"Intron (ENST00000368594/ENSG00000068383, intron 6 of 15)",10,132690392,132727349,36958,1,"ENSG00000068383","ENST00000487614",7664,"3632","INPP5A","inositol polyphosphate-5-phosphatase A"
"3",120423222,120423621,400,"*","*",-0.530621819,"Exon (ENST00000635496/ENSG00000240661, exon 3 of 3)",3,120404895,120411326,6432,2,"ENSG00000163430","ENST00000468098",-11896,"11167","FSTL1","follistatin like 1"
"2",233251335,233251734,400,"*","*",-0.258057757,"Promoter (<=1kb)",2,233251571,233295673,44103,1,"ENSG00000085978","ENST00000347464",0,"55054","ATG16L1","autophagy related 16 like 1"
"7",141652626,141653025,400,"*","*",-0.533364302,"3' UTR",7,141649131,141653065,3935,1,"ENSG00000006530","ENST00000494053",3495,"55750","AGK","acylglycerol kinase"
"14",94345919,94346318,400,"*","*",-0.531770454,"Distal Intergenic",14,94364313,94366698,2386,2,"ENSG00000258597","ENST00000553483",20380,"390502","SERPINA2","serpin family A member 2 (gene/pseudogene)"
"6",7570158,7570557,400,"*","*",-0.531770454,"Promoter (<=1kb)",6,7570479,7575851,5373,1,"ENSG00000096696","ENST00000684395",0,"1832","DSP","desmoplakin"
"2",24231191,24231590,400,"*","*",-0.530999776,"Intron (ENST00000361999/ENSG00000198399, intron 28 of 38)",2,24214381,24221516,7136,1,"ENSG00000242628","ENST00000430105",16810,NA,NA,NA
"9",29383019,29383418,400,"*","*",-0.530999776,"Distal Intergenic",9,29317833,29318952,1120,1,"ENSG00000277646","ENST00000622677",65186,"100421194","PDK1P1","pyruvate dehydrogenase kinase 1 pseudogene 1"
"4",158500496,158500895,400,"*","*",0.788645372,"Intron (ENST00000460056/ENSG00000171509, intron 2 of 19)",4,158490766,158509908,19143,2,"ENSG00000249901","ENST00000502566",9013,NA,NA,NA
"16",70351219,70351618,400,"*","*",-0.529510208,"Intron (ENST00000565116/ENSG00000260537, intron 4 of 4)",16,70346944,70372297,25354,1,"ENSG00000168872","ENST00000417604",4275,"55308","DDX19A","DEAD-box helicase 19A"
"7",125260946,125261345,400,"*","*",-0.944835301,"Promoter (2-3kb)",7,125229579,125264291,34713,2,"ENSG00000219445","ENST00000420224",2946,"101928254","LOC101928254","uncharacterized LOC101928254"
"15",90388031,90388430,400,"*","*",-0.232711613,"Promoter (<=1kb)",15,90388242,90502239,113998,1,"ENSG00000140575","ENST00000268182",0,"8826","IQGAP1","IQ motif containing GTPase activating protein 1"
"18",61505286,61505685,400,"*","*",-0.533039803,"Intron (ENST00000262717/ENSG00000101542, intron 5 of 11)",18,61490542,61555132,64591,1,"ENSG00000101542","ENST00000536675",14744,"28316","CDH20","cadherin 20"
"16",50589567,50589966,400,"*","*",-0.531410597,"Intron (ENST00000564336/ENSG00000140807, intron 3 of 4)",16,50606076,50613684,7609,2,"ENSG00000205414","ENST00000379963",23718,NA,NA,NA
"22",41034227,41034626,400,"*","*",0.42094339,"Distal Intergenic",22,41045497,41045591,95,1,"ENSG00000222698","ENST00000410766",-10871,NA,NA,NA
"11",83350257,83350656,400,"*","*",0.420950607,"Intron (ENST00000671128/ENSG00000255234, intron 1 of 2)",11,83328926,83329246,321,1,"ENSG00000255003","ENST00000534284",21331,NA,NA,NA
"13",99176967,99177366,400,"*","*",0.420971082,"Distal Intergenic",13,99173593,99174490,898,1,"ENSG00000230871","ENST00000413224",3374,"100130313","RPS6P23","ribosomal protein S6 pseudogene 23"
"5",140194389,140194788,400,"*","*",0.420971082,"5' UTR",5,140200163,140203187,3025,1,"ENSG00000250069","ENST00000508713",-5375,NA,NA,NA
"1",78121140,78121539,400,"*","*",0.42098439,"Intron (ENST00000370759/ENSG00000137960, intron 4 of 5)",1,78094807,78094915,109,2,"ENSG00000202263","ENST00000365393",-26225,"100873277","RNA5SP22","RNA, 5S ribosomal pseudogene 22"
"15",73711402,73711801,400,"*","*",0.421004221,"Promoter (<=1kb)",15,73711132,73714514,3383,1,"ENSG00000103855","ENST00000559465",270,"80381","CD276","CD276 molecule"
"1",39540673,39541072,400,"*","*",0.420997761,"Intron (ENST00000647627/ENSG00000243970, intron 1 of 1)",1,39522280,39537282,15003,2,"ENSG00000243970","ENST00000458207",-3391,NA,NA,NA
"11",73772478,73772877,400,"*","*",0.420997761,"Distal Intergenic",11,73675638,73761137,85500,2,"ENSG00000175582","ENST00000310653",-11341,"5870","RAB6A","RAB6A, member RAS oncogene family"
"21",44682706,44683105,400,"*","*",0.420997761,"Promoter (<=1kb)",21,44681576,44682163,588,2,"ENSG00000187175","ENST00000391617",-543,"353332","KRTAP12-1","keratin associated protein 12-1"
"X",74695868,74696267,400,"*","*",0.420991447,"Distal Intergenic",23,74680053,74680159,107,1,"ENSG00000199885","ENST00000363015",15815,"106481283","RNU6-330P","RNA, U6 small nuclear 330, pseudogene"
"10",12768880,12769279,400,"*","*",0.42102466,"Intron (ENST00000619168/ENSG00000183049, intron 4 of 10)",10,12725254,12725353,100,2,"ENSG00000221331","ENST00000408404",-43527,"100313841","MIR548Q","microRNA 548q"
"17",73907455,73907854,400,"*","*",0.421018113,"Intron (ENST00000581911/ENSG00000266765, intron 1 of 1)",17,73894749,73911878,17130,2,"ENSG00000266765","ENST00000581911",4024,NA,NA,NA
"3",16059286,16059685,400,"*","*",0.421018113,"Intron (ENST00000691919/ENSG00000287042, intron 3 of 3)",3,15970003,15971253,1251,1,"ENSG00000286689","ENST00000655579",89283,NA,NA,NA
"5",145375497,145375896,400,"*","*",0.421018113,"Intron (ENST00000504620/ENSG00000250842, intron 1 of 1)",5,145337932,145381670,43739,2,"ENSG00000250842","ENST00000504620",5774,NA,NA,NA
