seqnames,start,end,width,log2FC,seqnames,start,end,width,strand,V4,V5,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENTREZID,SYMBOL,GENENAME
6,90908185,90908585,*,-1.733133149,6,90908186,90908585,400,*,*,-1.733133149,Distal Intergenic,6,90513579,90587072,73494,2,ENSG00000135341,ENST00000369329,-321114,6885,MAP3K7,mitogen-activated protein kinase kinase kinase 7
14,70759109,70759509,*,0.476144592,14,70759110,70759509,400,*,*,0.476144592,"Intron (ENST00000554752/ENSG00000006432, intron 3 of 11)",14,70749553,70752956,3404,2,ENSG00000006432,ENST00000554024,-6154,4293,MAP3K9,mitogen-activated protein kinase kinase kinase 9
3,47905869,47906269,*,-1.320504066,3,47905870,47906269,400,*,*,-1.320504066,Promoter (2-3kb),3,47850690,47909267,58578,2,ENSG00000047849,ENST00000429422,2998,4134,MAP4,microtubule associated protein 4
22,21867609,21868009,*,-0.418964161,22,21867610,21868009,400,*,*,-0.418964161,Promoter (<=1kb),22,21759657,21867645,107989,2,ENSG00000100030,ENST00000215832,0,5594,MAPK1,mitogen-activated protein kinase 1
9,125471540,125471940,*,-0.485031819,9,125471541,125471940,400,*,*,-0.485031819,Promoter (<=1kb),9,125438469,125471905,33437,2,ENSG00000119487,ENST00000483937,0,79109,MAPKAP1,MAPK associated protein 1
4,163691412,163691812,*,-0.817996618,4,163691413,163691812,400,*,*,-0.817996618,"Intron (ENST00000274056/ENSG00000145416, intron 2 of 5)",4,163527121,163613534,86414,2,ENSG00000145416,ENST00000339875,-77879,55016,MARCHF1,membrane associated ring-CH-type finger 1
5,127019129,127019529,*,0.46137452,5,127019130,127019529,400,*,*,0.46137452,"Intron (ENST00000308660/ENSG00000173926, intron 1 of 4)",5,126914931,127030169,115239,2,ENSG00000173926,ENST00000502289,10640,115123,MARCHF3,membrane associated ring-CH-type finger 3
10,45465015,45465415,*,-0.811594056,10,45465016,45465415,400,*,*,-0.811594056,Promoter (2-3kb),10,45457511,45462204,4694,2,ENSG00000165406,ENST00000476962,-2812,220972,MARCHF8,membrane associated ring-CH-type finger 8
10,45604700,45605100,*,0.866985995,10,45604701,45605100,400,*,*,0.866985995,Distal Intergenic,10,45454593,45594906,140314,2,ENSG00000165406,ENST00000319836,-9795,220972,MARCHF8,membrane associated ring-CH-type finger 8
10,45602569,45602969,*,-0.571303215,10,45602570,45602969,400,*,*,-0.571303215,Distal Intergenic,10,45454593,45594906,140314,2,ENSG00000165406,ENST00000319836,-7664,220972,MARCHF8,membrane associated ring-CH-type finger 8
1,46007102,46007502,*,0.584414622,1,46007103,46007502,400,*,*,0.584414622,"Intron (ENST00000361297/ENSG00000086015, intron 8 of 28)",1,46002811,46006595,3785,1,ENSG00000086015,ENST00000488619,4292,23139,MAST2,microtubule associated serine/threonine kinase 2
1,45825332,45825732,*,0.4228972,1,45825333,45825732,400,*,*,0.4228972,"Intron (ENST00000470809/ENSG00000086015, intron 2 of 4)",1,45803612,46036122,232511,1,ENSG00000086015,ENST00000361297,21721,23139,MAST2,microtubule associated serine/threonine kinase 2
5,66601984,66602384,*,-0.556519086,5,66601985,66602384,400,*,*,-0.556519086,"Intron (ENST00000406374/ENSG00000069020, intron 1 of 5)",5,66596656,66986486,389831,1,ENSG00000069020,ENST00000406039,5329,375449,MAST4,microtubule associated serine/threonine kinase family member 4
1,30642933,30643333,*,-0.525110066,1,30642934,30643333,400,*,*,-0.525110066,Distal Intergenic,1,30713767,30716135,2369,2,ENSG00000162510,ENST00000494561,72802,4146,MATN1,matrilin 1
1,30628039,30628439,*,0.474218242,1,30628040,30628439,400,*,*,0.474218242,Distal Intergenic,1,30713767,30716135,2369,2,ENSG00000162510,ENST00000494561,87696,4146,MATN1,matrilin 1
1,30718125,30718525,*,-0.510146795,1,30718126,30718525,400,*,*,-0.510146795,Promoter (<=1kb),1,30718504,30726744,8241,1,ENSG00000186056,ENST00000414532,0,100129196,MATN1-AS1,MATN1 antisense RNA 1
20,45293549,45293949,*,-0.907328143,20,45293550,45293949,400,*,*,-0.907328143,3' UTR,20,45293445,45305591,12147,2,ENSG00000124159,ENST00000372754,11642,8785,MATN4,matrilin 4
19,7069156,7069556,*,-0.573964328,19,7069157,7069556,400,*,*,-0.573964328,Promoter (<=1kb),19,7056207,7069665,13459,2,ENSG00000182315,ENST00000689071,109,653657,MBD3L3,methyl-CpG binding domain protein 3 like 3
12,57520420,57520820,*,-0.515104895,12,57520421,57520820,400,*,*,-0.515104895,Promoter (<=1kb),12,57520710,57525414,4705,1,ENSG00000166987,ENST00000548887,0,114785,MBD6,methyl-CpG binding domain protein 6
18,13823042,13823442,*,0.789841269,18,13823043,13823442,400,*,*,0.789841269,Promoter (<=1kb),18,13824149,13827323,3175,1,ENSG00000176136,ENST00000589410,-707,4161,MC5R,melanocortin 5 receptor
13,113045270,113045670,*,0.461395479,13,113045271,113045670,400,*,*,0.461395479,Promoter (<=1kb),13,113044851,113065303,20453,1,ENSG00000126217,ENST00000423251,420,23263,MCF2L,MCF.2 cell line derived transforming sequence like
1,150579451,150579851,*,-0.431911828,1,150579452,150579851,400,*,*,-0.431911828,Promoter (<=1kb),1,150563102,150579610,16509,2,ENSG00000143384,ENST00000678770,0,4170,MCL1,"MCL1 apoptosis regulator, BCL2 family member"
6,52299534,52299934,*,-0.88353596,6,52299535,52299934,400,*,*,-0.88353596,Distal Intergenic,6,52264586,52284881,20296,2,ENSG00000112118,ENST00000419835,-14654,4172,MCM3,minichromosome maintenance complex component 3
6,52309171,52309571,*,0.417127218,6,52309172,52309571,400,*,*,0.417127218,Distal Intergenic,6,52264586,52284881,20296,2,ENSG00000112118,ENST00000419835,-24291,4172,MCM3,minichromosome maintenance complex component 3
21,46264709,46265109,*,0.43146223,21,46264710,46265109,400,*,*,0.43146223,Promoter (1-2kb),21,46235133,46266952,31820,2,ENSG00000160294,ENST00000496607,1843,8888,MCM3AP,minichromosome maintenance complex component 3 associated protein
12,49567736,49568136,*,0.645932468,12,49567737,49568136,400,*,*,0.645932468,Promoter (<=1kb),12,49558301,49568131,9831,2,ENSG00000187778,ENST00000548602,0,10445,MCRS1,microspherule protein 1
5,95264938,95265338,*,0.622702256,5,95264939,95265338,400,*,*,0.622702256,"Intron (ENST00000515393/ENSG00000175471, intron 1 of 22)",5,94909316,95284000,374685,2,ENSG00000175471,ENST00000503301,18662,79772,MCTP1,multiple C2 and transmembrane domain containing 1
4,109559664,109560064,*,-0.669848814,4,109559665,109560064,400,*,*,-0.669848814,Promoter (<=1kb),4,109560209,109683194,122986,1,ENSG00000005059,ENST00000472310,-145,55013,MCUB,mitochondrial calcium uniporter dominant negative subunit beta
6,30717318,30717718,*,-0.709325842,6,30717319,30717718,400,*,*,-0.709325842,Promoter (<=1kb),6,30713940,30717447,3508,2,ENSG00000137337,ENST00000425072,0,9656,MDC1,mediator of DNA damage checkpoint 1
14,47566179,47566579,*,0.849009644,14,47566180,47566579,400,*,*,0.849009644,"Intron (ENST00000399232/ENSG00000139915, intron 1 of 16)",14,46870938,47626525,755588,2,ENSG00000139915,ENST00000557238,59946,161357,MDGA2,MAM domain containing glycosylphosphatidylinositol anchor 2
12,68284528,68284928,*,0.642518731,12,68284529,68284928,400,*,*,0.642518731,"Intron (ENST00000357874/ENSG00000111554, intron 1 of 3)",12,68272443,68295323,22881,2,ENSG00000111554,ENST00000357874,10395,56890,MDM1,Mdm1 nuclear protein
12,68808027,68808427,*,-0.785858736,12,68808028,68808427,400,*,*,-0.785858736,Promoter (<=1kb),12,68808177,68845544,37368,1,ENSG00000135679,ENST00000258149,0,4193,MDM2,MDM2 proto-oncogene
3,169382519,169382919,*,1.66186515,3,169382520,169382919,400,*,*,1.66186515,"Intron (ENST00000651503/ENSG00000085276, intron 1 of 16)",3,169447867,169477052,29186,1,ENSG00000241479,ENST00000480669,-64948,105374205,MECOM-AS1,MECOM antisense RNA 1
17,40056392,40056792,*,-0.660098979,17,40056393,40056792,400,*,*,-0.660098979,Promoter (<=1kb),17,40035285,40056690,21406,2,ENSG00000008838,ENST00000582023,0,9862,MED24,mediator complex subunit 24
9,131981690,131982090,*,-1.621249421,9,131981691,131982090,400,*,*,-1.621249421,"Intron (ENST00000651950/ENSG00000160563, intron 3 of 8)",9,132031886,132079645,47760,2,ENSG00000160563,ENST00000444872,97555,9442,MED27,mediator complex subunit 27
14,100767746,100768146,*,0.861401279,14,100767747,100768146,400,*,*,0.861401279,Distal Intergenic,14,100779410,100829185,49776,1,ENSG00000214548,ENST00000556407,-11264,55384,MEG3,maternally expressed 3
17,8785800,8786200,*,-0.600185559,17,8785801,8786200,400,*,*,-0.600185559,Distal Intergenic,17,8797110,8799365,2256,2,ENSG00000185156,ENST00000329805,13165,162387,MFSD6L,major facilitator superfamily domain containing 6 like
22,17854457,17854857,*,-1.038615622,22,17854458,17854857,400,*,*,-1.038615622,"Intron (ENST00000441493/ENSG00000243156, intron 19 of 31)",22,17839951,17842482,2532,2,ENSG00000243156,ENST00000578905,-11976,57553,MICAL3,"microtubule associated monooxygenase, calponin and LIM domain containing 3"
22,37909665,37910065,*,1.413073402,22,37909666,37910065,400,*,*,1.413073402,Promoter (2-3kb),22,37906882,37922036,15155,1,ENSG00000100139,ENST00000489812,2784,85377,MICALL1,MICAL like 1
1,19458293,19458693,*,0.872791958,1,19458294,19458693,400,*,*,0.872791958,"Intron (ENST00000264202/ENSG00000077549, intron 1 of 8)",1,19484403,19626630,142228,1,ENSG00000173436,ENST00000648702,-25710,440574,MICOS10,mitochondrial contact site and cristae organizing system subunit 10
13,21615721,21616121,*,-1.055621391,13,21615722,21616121,400,*,*,-1.055621391,Distal Intergenic,13,21510083,21604181,94099,2,ENSG00000165487,ENST00000468222,-11541,221154,MICU2,mitochondrial calcium uptake 2
19,335025,335425,*,-0.450067889,19,335026,335425,400,*,*,-0.450067889,Promoter (<=1kb),19,327064,336194,9131,2,ENSG00000105556,ENST00000621180,769,54531,MIER2,MIER family member 2
22,50487429,50487829,*,-0.522239763,22,50487430,50487829,400,*,*,-0.522239763,Promoter (<=1kb),22,50487385,50489976,2592,1,ENSG00000100253,ENST00000451761,45,55586,MIOX,myo-inositol oxygenase
14,37348744,37349144,*,1.141377691,14,37348745,37349144,400,*,*,1.141377691,"Intron (ENST00000396294/ENSG00000151338, intron 11 of 14)",14,37308458,37369939,61482,1,ENSG00000151338,ENST00000556940,40287,145282,MIPOL1,mirror-image polydactyly 1
8,128162044,128162444,*,-0.408574691,8,128162045,128162444,400,*,*,-0.408574691,"Intron (ENST00000651587/ENSG00000249859, intron 10 of 10)",8,128150116,128150188,73,1,ENSG00000221261,ENST00000408334,11929,100302281,MIR1208,microRNA 1208
15,52280334,52280734,*,-0.408996618,15,52280335,52280734,400,*,*,-0.408996618,"Intron (ENST00000261839/ENSG00000128833, intron 2 of 40)",15,52277117,52277200,84,2,ENSG00000221052,ENST00000408125,-3135,100302202,MIR1266,microRNA 1266
15,22234189,22234589,*,0.417118778,15,22234190,22234589,400,*,*,0.417118778,Distal Intergenic,15,22225278,22225329,52,2,ENSG00000221641,ENST00000408714,-8861,100302233,MIR1268A,microRNA 1268a
8,141805171,141805571,*,-0.508729379,8,141805172,141805571,400,*,*,-0.508729379,Distal Intergenic,8,141786242,141786313,72,2,ENSG00000221768,ENST00000408841,-18859,100302147,MIR1302-7,microRNA 1302-7
8,10789677,10790077,*,0.927733856,8,10789678,10790077,400,*,*,0.927733856,"Intron (ENST00000554914/ENSG00000258724, intron 5 of 5)",8,10825373,10825443,71,2,ENSG00000283210,ENST00000638013,35366,100302166,MIR1322,microRNA 1322
13,91348616,91349016,*,0.41439217,13,91348617,91349016,400,*,*,0.41439217,Promoter (<=1kb),13,91349118,91350573,1456,1,ENSG00000215417,ENST00000659898,-102,407975,MIR17HG,miR-17-92a-1 cluster host gene
15,79195892,79196292,*,1.275087478,15,79195893,79196292,400,*,*,1.275087478,"Intron (ENST00000692103/ENSG00000259234, intron 1 of 2)",15,79209788,79209871,84,1,ENSG00000207695,ENST00000384962,-13496,406960,MIR184,microRNA 184
17,43433581,43433981,*,1.354970913,17,43433582,43433981,400,*,*,1.354970913,Distal Intergenic,17,43444707,43451200,6494,1,ENSG00000267151,ENST00000588060,-10726,106660605,MIR2117HG,MIR2117 host gene
17,43441219,43441619,*,0.796466437,17,43441220,43441619,400,*,*,0.796466437,Distal Intergenic,17,43444707,43451200,6494,1,ENSG00000267151,ENST00000588060,-3088,106660605,MIR2117HG,MIR2117 host gene
X,66010790,66011190,*,-0.661914933,X,66010791,66011190,400,*,*,-0.661914933,Distal Intergenic,23,66015426,66020422,4997,1,ENSG00000274536,ENST00000618234,-4236,115891964,MIR223HG,MIR223 host gene
2,12813990,12814390,*,0.476144592,2,12813991,12814390,400,*,*,0.476144592,"Intron (ENST00000663507/ENSG00000225649, intron 4 of 6)",2,12737367,12737444,78,1,ENSG00000264370,ENST00000579927,76624,100422986,MIR3125,microRNA 3125
2,189155064,189155464,*,-0.808453755,2,189155065,189155464,400,*,*,-0.808453755,"Intron (ENST00000374866/ENSG00000204262, intron 1 of 53)",2,189133036,189133111,76,2,ENSG00000264725,ENST00000581095,-21954,100422908,MIR3129,microRNA 3129
6,32746251,32746651,*,0.474939086,6,32746252,32746651,400,*,*,0.474939086,3' UTR,6,32749912,32749979,68,2,ENSG00000263649,ENST00000581098,3328,100616218,MIR3135B,microRNA 3135b
15,92904047,92904447,*,-0.457721644,15,92904048,92904447,400,*,*,-0.457721644,Promoter (<=1kb),15,92904399,92904475,77,1,ENSG00000284324,ENST00000577670,0,100422995,MIR3175,microRNA 3175
20,51480387,51480787,*,-0.856036947,20,51480388,51480787,400,*,*,-0.856036947,"Intron (ENST00000396009/ENSG00000101096, intron 3 of 9)",20,51452905,51452977,73,2,ENSG00000266761,ENST00000582236,-27411,100422889,MIR3194,microRNA 3194
22,30741138,30741538,*,-0.860547031,22,30741139,30741538,400,*,*,-0.860547031,5' UTR,22,30731557,30731641,85,1,ENSG00000264661,ENST00000580767,9582,100422912,MIR3200,microRNA 3200
1,116677830,116678230,*,0.931712511,1,116677831,116678230,400,*,*,0.931712511,Distal Intergenic,1,116671749,116671827,79,1,ENSG00000211543,ENST00000390209,6082,100302117,MIR320B1,microRNA 320b-1
10,117167536,117167936,*,0.556808338,10,117167537,117167936,400,*,*,0.556808338,Promoter (<=1kb),10,117167678,117167774,97,2,ENSG00000266782,ENST00000583207,0,100500893,MIR3663,microRNA 3663
1,65056613,65057013,*,0.726872905,1,65056614,65057013,400,*,*,0.726872905,Promoter (<=1kb),1,65057755,65057842,88,2,ENSG00000265996,ENST00000580455,829,100500854,MIR3671,microRNA 3671
X,121407086,121407486,*,1.102810777,X,121407087,121407486,400,*,*,1.102810777,Distal Intergenic,23,121370972,121371053,82,1,ENSG00000265456,ENST00000584290,36115,100500869,MIR3672,microRNA 3672
8,1806168,1806568,*,0.53430809,8,1806169,1806568,400,*,*,0.53430809,"Intron (ENST00000635855/ENSG00000283239, intron 2 of 29)",8,1801125,1801192,68,1,ENSG00000283858,ENST00000636576,5044,100500912,MIR3674,microRNA 3674
2,12316699,12317099,*,0.962417521,2,12316700,12317099,400,*,*,0.962417521,Promoter (2-3kb),2,12314321,12562617,248297,1,ENSG00000224184,ENST00000412606,2379,100506457,MIR3681HG,MIR3681 host gene
2,12087150,12087550,*,1.192293509,2,12087151,12087550,400,*,*,1.192293509,"Intron (ENST00000438292/ENSG00000224184, intron 2 of 4)",2,12106464,12131585,25122,1,ENSG00000224184,ENST00000449986,-18914,100506457,MIR3681HG,MIR3681 host gene
2,12354339,12354739,*,-0.59108418,2,12354340,12354739,400,*,*,-0.59108418,"Intron (ENST00000412294/ENSG00000224184, intron 4 of 5)",2,12390151,12562617,172467,1,ENSG00000224184,ENST00000653484,-35412,100506457,MIR3681HG,MIR3681 host gene
6,36617030,36617503,*,-0.602783757,6,36617031,36617503,473,*,*,-0.602783757,Distal Intergenic,6,36622436,36622512,77,2,ENSG00000263894,ENST00000584674,5009,100500885,MIR3925,microRNA 3925
6,33669708,33670108,*,0.478215841,6,33669709,33670108,400,*,*,0.478215841,"Intron (ENST00000374316/ENSG00000096433, intron 19 of 58)",6,33698128,33698234,107,1,ENSG00000266509,ENST00000579806,-28020,100500873,MIR3934,microRNA 3934
18,5814516,5814916,*,1.139430417,18,5814517,5814916,400,*,*,1.139430417,"Intron (ENST00000667177/ENSG00000261738, intron 5 of 5)",18,5839318,5852033,12716,1,ENSG00000261738,ENST00000659973,-24402,645355,MIR3976HG,MIR3976 host gene
3,75707551,75707951,*,0.507445984,3,75707552,75707951,400,*,*,0.507445984,"Intron (ENST00000668145/ENSG00000242516, intron 1 of 1)",3,75738280,75738363,84,1,ENSG00000266396,ENST00000582824,-30329,100422955,MIR4273,microRNA 4273
9,90054693,90055093,*,1.491645817,9,90054694,90055093,400,*,*,1.491645817,Distal Intergenic,9,90020654,90041499,20846,2,ENSG00000227555,ENST00000426593,-13195,286370,MIR4290HG,MIR4290 host gene
10,125048007,125048407,*,0.647906306,10,125048008,125048407,400,*,*,0.647906306,"Intron (ENST00000337195/ENSG00000175029, intron 2 of 10)",10,125032783,125032870,88,2,ENSG00000264572,ENST00000581038,-15138,100423041,MIR4296,microRNA 4296
2,60228411,60228811,*,-0.405896027,2,60228412,60228811,400,*,*,-0.405896027,Distal Intergenic,2,60336446,60342793,6348,2,ENSG00000228590,ENST00000647917,113982,106660609,MIR4432HG,MIR4432 host gene
9,20404443,20404843,*,0.733521049,9,20404444,20404843,400,*,*,0.733521049,"Intron (ENST00000380338/ENSG00000171843, intron 5 of 10)",9,20411148,20411238,91,2,ENSG00000263790,ENST00000583731,6395,100616229,MIR4473,microRNA 4473
13,114269232,114269632,*,1.189857316,13,114269233,114269632,400,*,*,1.189857316,3' UTR,13,114273828,114273908,81,1,ENSG00000265450,ENST00000580432,-4196,100616227,MIR4502,microRNA 4502
6,170328821,170329221,*,0.657415265,6,170328822,170329221,400,*,*,0.657415265,Promoter (1-2kb),6,170330761,170330844,84,1,ENSG00000266245,ENST00000579929,-1540,100616430,MIR4644,microRNA 4644
1,5770739,5771139,*,0.620162051,1,5770740,5771139,400,*,*,0.620162051,Distal Intergenic,1,5862672,5862741,70,2,ENSG00000264101,ENST00000582517,91602,100616421,MIR4689,microRNA 4689
17,60043973,60044373,*,0.535990648,17,60043974,60044373,400,*,*,0.535990648,Promoter (<=1kb),17,60043025,60043105,81,2,ENSG00000264049,ENST00000583979,-869,100616210,MIR4737,microRNA 4737
21,40079481,40079881,*,0.432587849,21,40079482,40079881,400,*,*,0.432587849,"Intron (ENST00000400454/ENSG00000171587, intron 25 of 32)",21,40212352,40212431,80,2,ENSG00000263973,ENST00000585040,132550,100616148,MIR4760,microRNA 4760
16,85316365,85316765,*,-0.935625724,16,85316366,85316765,400,*,*,-0.935625724,"Intron (ENST00000637419/ENSG00000131149, intron 1 of 2)",16,85306226,85306325,100,2,ENSG00000266307,ENST00000583199,-10041,100847022,MIR5093,microRNA 5093
16,85317382,85317782,*,-0.51108726,16,85317383,85317782,400,*,*,-0.51108726,"Intron (ENST00000637419/ENSG00000131149, intron 1 of 2)",16,85306226,85306325,100,2,ENSG00000266307,ENST00000583199,-11058,100847022,MIR5093,microRNA 5093
6,135246656,135247056,*,1.009763553,6,135246657,135247056,400,*,*,1.009763553,Distal Intergenic,6,135239160,135239256,97,1,ENSG00000207689,ENST00000384956,7497,693126,MIR548A2,microRNA 548a-2
10,12768879,12769279,*,0.42102466,10,12768880,12769279,400,*,*,0.42102466,"Intron (ENST00000619168/ENSG00000183049, intron 4 of 10)",10,12725254,12725353,100,2,ENSG00000221331,ENST00000408404,-43527,100313841,MIR548Q,microRNA 548q
14,53946345,53946745,*,-1.063097979,14,53946346,53946745,400,*,*,-1.063097979,Promoter (1-2kb),14,53948427,53948484,58,2,ENSG00000266431,ENST00000580850,1739,100847076,MIR5580,microRNA 5580
5,135786698,135787098,*,-0.551071917,5,135786699,135787098,400,*,*,-0.551071917,"Intron (ENST00000646290/ENSG00000145832, intron 3 of 10)",5,135802985,135803075,91,2,ENSG00000265924,ENST00000585309,15977,100847082,MIR5692C1,microRNA 5692c-1
9,137837066,137837466,*,-1.176164631,9,137837067,137837466,400,*,*,-1.176164631,Promoter (<=1kb),9,137838419,137838516,98,1,ENSG00000207693,ENST00000384960,-953,693187,MIR602,microRNA 602
12,108838225,108838625,*,-0.853472544,12,108838226,108838625,400,*,*,-0.853472544,Promoter (1-2kb),12,108836908,108837006,99,2,ENSG00000207622,ENST00000384890,-1220,693204,MIR619,microRNA 619
X,8128030,8128430,*,0.498710702,X,8128031,8128430,400,*,*,0.498710702,Promoter (1-2kb),23,8126965,8127061,97,1,ENSG00000207628,ENST00000384896,1066,723779,MIR651,microRNA 651
6,1436848,1437248,*,0.798842342,6,1436849,1437248,400,*,*,0.798842342,Distal Intergenic,6,1390314,1390411,98,2,ENSG00000275859,ENST00000611664,-46438,102466720,MIR6720,microRNA 6720
6,1414828,1415228,*,-0.485021782,6,1414829,1415228,400,*,*,-0.485021782,Distal Intergenic,6,1390314,1390411,98,2,ENSG00000275859,ENST00000611664,-24418,102466720,MIR6720,microRNA 6720
12,111319285,111319685,*,-0.669849108,12,111319286,111319685,400,*,*,-0.669849108,"Intron (ENST00000261726/ENSG00000111249, intron 16 of 21)",12,111304142,111304209,68,1,ENSG00000273700,ENST00000617342,15144,102465455,MIR6760,microRNA 6760
22,46127098,46127498,*,-0.58931492,22,46127099,46127498,400,*,*,-0.58931492,Distal Intergenic,22,46113686,46113768,83,1,ENSG00000284520,ENST00000385140,13413,406884,MIRLET7B,microRNA let-7b
1,46619147,46619547,*,-0.508722331,1,46619148,46619547,400,*,*,-0.508722331,Promoter (2-3kb),1,46576589,46616843,40255,2,ENSG00000079277,ENST00000531769,-2305,8569,MKNK1,MAPK interacting serine/threonine kinase 1
16,83889628,83890028,*,-0.719319096,16,83889629,83890028,400,*,*,-0.719319096,"Intron (ENST00000689373/ENSG00000288849, intron 5 of 8)",16,83899115,83927031,27917,1,ENSG00000103150,ENST00000262430,-9087,23417,MLYCD,malonyl-CoA decarboxylase
1,2654960,2655360,*,-0.445551878,1,2654961,2655360,400,*,*,-0.445551878,"Intron (ENST00000401095/ENSG00000215912, intron 6 of 8)",1,2590639,2633016,42378,2,ENSG00000142606,ENST00000378412,-21945,79258,MMEL1,membrane metalloendopeptidase like 1
16,58060082,58060482,*,-0.463881379,16,58060083,58060482,400,*,*,-0.463881379,Distal Intergenic,16,58040165,58040867,703,1,ENSG00000102996,ENST00000570065,19918,4324,MMP15,matrix metallopeptidase 15
10,125775605,125776005,*,-0.647555016,10,125775606,125776005,400,*,*,-0.647555016,Promoter (<=1kb),10,125766453,125775821,9369,2,ENSG00000154485,ENST00000368808,0,118856,MMP21,matrix metallopeptidase 21
17,35791623,35792023,*,-0.43561273,17,35791624,35792023,400,*,*,-0.43561273,"Intron (ENST00000619655/ENSG00000271447, intron 1 of 8)",17,35766340,35795624,29285,2,ENSG00000271447,ENST00000615136,3601,79148,MMP28,matrix metallopeptidase 28
22,27768473,27768873,*,-0.50748226,22,27768474,27768873,400,*,*,-0.50748226,"Intron (ENST00000302326/ENSG00000169184, intron 1 of 1)",22,27750678,27791883,41206,2,ENSG00000169184,ENST00000497225,23010,4330,MN1,"MN1 proto-oncogene, transcriptional regulator"
1,43328822,43329222,*,0.53440258,1,43328823,43329222,400,*,*,0.53440258,Distal Intergenic,1,43337818,43354466,16649,1,ENSG00000117400,ENST00000372470,-8596,4352,MPL,"MPL proto-oncogene, thrombopoietin receptor"
17,43903832,43904232,*,-0.748653109,17,43903833,43904232,400,*,*,-0.748653109,Promoter (1-2kb),17,43883019,43905589,22571,2,ENSG00000108852,ENST00000524294,1357,4355,MPP2,MAGUK p55 scaffold protein 2
10,28302871,28303271,*,-0.611388363,10,28302872,28303271,400,*,*,-0.611388363,Promoter (<=1kb),10,28050993,28303064,252072,2,ENSG00000150054,ENST00000683449,0,143098,MPP7,MAGUK p55 scaffold protein 7
22,43449869,43450269,*,1.014390317,22,43449870,43450269,400,*,*,1.014390317,"Intron (ENST00000417669/ENSG00000186732, intron 3 of 6)",22,43416755,43425225,8471,1,ENSG00000186732,ENST00000480239,33115,758,MPPED1,metallophosphoesterase domain containing 1
17,17118206,17118606,*,0.512003272,17,17118207,17118606,400,*,*,0.512003272,"Intron (ENST00000651222/ENSG00000133030, intron 3 of 23)",17,17131617,17138419,6803,1,ENSG00000133030,ENST00000584936,-13011,23164,MPRIP,myosin phosphatase Rho interacting protein
1,167714435,167714835,*,-0.795729343,1,167714436,167714835,400,*,*,-0.795729343,Distal Intergenic,1,167721192,167722014,823,1,ENSG00000197965,ENST00000487858,-6357,9019,MPZL1,myelin protein zero like 1
6,84029220,84029620,*,-0.763586977,6,84029221,84029620,400,*,*,-0.763586977,Distal Intergenic,6,84033772,84090881,57110,1,ENSG00000135324,ENST00000257776,-4152,112609,MRAP2,melanocortin 2 receptor accessory protein 2
3,138405630,138406030,*,-0.622137134,3,138405631,138406030,400,*,*,-0.622137134,Downstream (<=300bp),3,138400209,138402193,1985,1,ENSG00000158186,ENST00000478647,5422,22808,MRAS,muscle RAS oncogene homolog
10,17805876,17806276,*,-1.072584391,10,17805877,17806276,400,*,*,-1.072584391,Distal Intergenic,10,17809348,17911164,101817,1,ENSG00000260314,ENST00000569591,-3072,4360,MRC1,mannose receptor C-type 1
11,68963849,68964249,*,0.852505987,11,68963850,68964249,400,*,*,0.852505987,Distal Intergenic,11,68980021,68980986,966,2,ENSG00000172938,ENST00000309106,16737,116512,MRGPRD,MAS related GPR family member D
7,42946982,42947382,*,0.953152051,7,42946983,42947382,400,*,*,0.953152051,"Intron (ENST00000496564/ENSG00000106591, intron 1 of 1)",7,42935043,42948958,13916,1,ENSG00000106591,ENST00000496564,11940,64983,MRPL32,mitochondrial ribosomal protein L32
6,42323892,42324292,*,-0.451327555,6,42323893,42324292,400,*,*,-0.451327555,"Intron (ENST00000541110/ENSG00000124496, intron 3 of 17)",6,42206807,42217861,11055,2,ENSG00000048544,ENST00000053468,-106032,55173,MRPS10,mitochondrial ribosomal protein S10
8,80030029,80030429,*,-0.445954191,8,80030030,80030429,400,*,*,-0.445954191,Promoter (<=1kb),8,79918717,80030259,111543,2,ENSG00000147586,ENST00000276585,0,28957,MRPS28,mitochondrial ribosomal protein S28
21,34028916,34029316,*,0.515080534,21,34028917,34029316,400,*,*,0.515080534,Distal Intergenic,21,34073224,34143034,69811,1,ENSG00000243927,ENST00000488492,-43908,64968,MRPS6,mitochondrial ribosomal protein S6
11,60364968,60365368,*,0.927743123,11,60364969,60365368,400,*,*,0.927743123,"Intron (ENST00000532756/ENSG00000166926, intron 4 of 4)",11,60378485,60395951,17467,1,ENSG00000166927,ENST00000358246,-13117,58475,MS4A7,membrane spanning 4-domains A7
17,57595750,57596150,*,-0.644702537,17,57595751,57596150,400,*,*,-0.644702537,Promoter (<=1kb),17,57596903,57616631,19729,1,ENSG00000153944,ENST00000577241,-753,124540,MSI2,musashi RNA binding protein 2
8,16117403,16117803,*,-1.034254401,8,16117404,16117803,400,*,*,-1.034254401,"Intron (ENST00000350896/ENSG00000038945, intron 8 of 8)",8,16120889,16164251,43363,2,ENSG00000038945,ENST00000522672,46448,4481,MSR1,macrophage scavenger receptor 1
2,50587154,50587554,*,-0.527153303,2,50587155,50587554,400,*,*,-0.527153303,Promoter (1-2kb),2,50588690,50589415,726,2,ENSG00000230327,ENST00000457379,1861,107075283,MTCO1P42,MT-CO1 pseudogene 42
